sample_id,Clostridium leptum,Ruminococcus gnavus,Alistipes putredinis,Alistipes shahii,Anaerosacchariphilus hominis,Anaerostipes hadrus,Bacteroides caccae,Bacteroides cellulosilyticus,Bacteroides eggerthii,Bacteroides finegoldii,Bacteroides fragilis,Bacteroides intestinalis,Bacteroides koreensis,Bacteroides ovatus,Bacteroides salyersiae,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides uniformis,Bacteroides xylanisolvens,Blautia difficilis,Blautia hominis,Blautia luti,Blautia massiliensis,Blautia obeum,Blautia wexlerae,Butyricimonas paravirosa,Butyricimonas virosa,Catenibacterium mitsuokai,Clostridium scindens,Clostridium symbiosum,Coprobacillus cateniformis,Dorea longicatena,Dysosmobacter welbionis,Faecalibacillus intestinalis,Faecalibacterium prausnitzii,Faecalicatena contorta,Faecalimonas umbilicata,Flintibacter hominis,Hungatella effluvii,Lachnospira eligens,Lacrimispora amygdalina,Lactobacillus rogosae,Odoribacter splanchnicus,Parabacteroides distasonis,Parabacteroides merdae,Phocaeicola coprocola,Phocaeicola dorei,Phocaeicola vulgatus,Prevotella copri,Roseburia faecis,Roseburia intestinalis,Sellimonas intestinalis,Simiaoa sunii,Streptococcus pasteurianus,Wujia chipingensis,Alistipes onderdonkii,Streptococcus salivarius,Escherichia coli,Bifidobacterium pseudocatenulatum,Gordonibacter pamelaeae,Mitsuokella multacida,Shigella flexneri,Anaerostipes caccae,Bifidobacterium longum,Sutterella wadsworthensis,Eubacterium ruminantium,Lachnospira pectinoschiza,Bifidobacterium bifidum,Collinsella aerofaciens,Escherichia fergusonii,Klebsiella pneumoniae,Gordonibacter massiliensis,Clostridium thiosulfatireducens,Enterococcus faecium,Anaerosacchariphilus polymeriproducens,Paraclostridium benzoelyticum,Paraeggerthella hongkongensis,Clostridium celatum,Enterobacter hormaechei,Klebsiella quasipneumoniae,Staphylococcus haemolyticus,Klebsiella variicola,Citrobacter freundii,Akkermansia muciniphila,Clostridium perfringens,Clostridium sporogenes,Clostridium tertium,Zhenhengia yiwuensis,Citrobacter gillenii,Clostridium butyricum,Enterococcus faecalis,Proteus mirabilis,Enterococcus hirae,Tissierella hominis,Erwinia gerundensis,Bacillus proteolyticus,Cellulomonas hominis
mA01,0.0572812987114955,0.114619411951362,1.36853164923485,0.635985172611226,0.152698514083965,0.0896822900381228,0.177569909385952,0.222089105410913,0.109536182677736,0.17110864929675,0.0433472571260235,0.394368579596241,0.877179555699694,0.384192094955748,0.0410345716182333,0.0930443733052282,0.296181934468296,0.720086270744711,1.06786582306673,0.132607337237628,0.0509013613785887,0.174208940129207,0.191556309458353,0.390320265947248,0.544949359985452,0.211894796604657,0.701326336278821,0.0214001390195809,0.00894438918210384,0.0217677624384493,0.0234231818337172,0.396265739239674,0.20804032075834,0.130764764101845,1.28027752047852,0.0061326270329408,0.0456655126856147,0.0330025569211392,0.0026190383568472,2.12468734742236,0.00277499980727621,0.0984306133968301,0.613012050963033,0.525091011304398,0.684108192151458,0.323982063007267,0.701976918329182,0.66427880773977,19.801693456165,3.83040096842257,1.33158103959714,0.0267473887485756,0.887983228172983,0.0225375435973524,0.12530945536791,0.24432920824209,0.0198115602459254,0.0455318314423899,0.0353364086257733,0.00170777788219768,0.0589991026869351,0.0157365103482873,0.00130562014216287,0.0198784008675378,0.0077212058065963,0.00323397207568159,0.00304236229372594,0.00230711545598917,0.101310330177966,0.00273600944466896,0.0166533408747379,0.000873384122402468,0.00147049367547354,0.000800973448988998,0.00143595935430712,0.00131230420432412,0.000376535501750043,0.00399929719314395,0.000724106734134699,0.00125214764487292,0.000860015998079981,0.000877840163843297,0.000239512227444554,0.000458972268405378,0.0141679837611155,0.000764211107102159,0.000930198650773036,0.00077980725214506,0.000323063004460097,0.000987013179143605,0.000475682423808487,0.00077980725214506,0.000388789615712323,0.000561461221544443,0.000481252475609523,0.000259564413928284,9.80329116982362e-05
mA02,0.0548460564934226,0.116595092839787,1.51100437298482,0.68532948616664,0.227549910190703,0.732902130327789,0.822973081671307,0.37595368723786,0.44885097724792,0.526294884950728,0.168114606870006,0.263989000389719,0.764846051789518,0.24015931418954,0.139019487570756,3.08209524606948,0.308604064596839,4.9777099605413,0.584022082950063,0.204611025905108,0.0494409762295242,0.268348931872646,0.383942975036144,0.327040430294368,1.01313724088248,0.401512058341587,0.0901106405377315,0.0115524954566162,0.00980029103057138,0.0332977639754767,0.0330478690489434,0.1911740287084,0.198725265400172,0.196205736552654,0.793522229594286,0.00733221113851658,0.0289231327909888,0.0397024239455081,0.0105779052431366,0.427590798880565,0.00472448408163438,0.224039621457989,1.04764920020688,1.1342260324894,0.414497774700379,14.5755537612773,0.651718618547919,4.83984145960275,0.018944975371532,4.51209985354393,0.315652571495233,0.0316954965053518,0.649038862953389,0.017095752915186,0.145819569512772,0.258001811944013,0.06396575134173,0.0124418274010434,0.0939252130927537,0.00338681123960349,0.0187141900570278,0.0021755558309953,0.00237547177222189,0.0638599134904923,0.0174647154243616,0.0054682889806098,0.00450692849853485,0.000717345436166017,0.0733911999825015,0.000508609674002955,0.00126270436407092,0.000877572183178508,0.00193154078508637,0.000795253854438146,0.00172427499307938,0.00156404824606689,0.000580638211650772,0.000393952001828878,0.000382192240580255,0.000194036060602283,0.000759974570692276,0.000386602151048489,0.000113187702017999,0.000252834866845399,0.000508609674002955,0.000959890511918871,0.00036455259870732,0.00121566531907643,3.96891942141034e-05,0.000508609674002955,0.000355732777770853,0.000366022568863398,0.000330743285117528,0.00099516979566474,0.000305753792464204,0.000201385911382673,0.000124947463266622
mA04,3.80430051780456,0.165927220713512,0.157409039744093,0.299776434688759,0.266549618635017,1.42625784692633,0.340746631860084,0.929779215287512,0.253350316749076,0.853715848664874,0.387999264540403,0.476827897375128,6.25175657469389,5.25232109811395,5.38546107932852,0.314659240901158,0.690861969914309,1.04342730082542,8.12196088452038,0.199710895302007,0.0578708075270651,0.303478666638716,0.236722133039691,0.335909442797007,1.5087514058831,0.665383152378936,0.0320835476192081,0.00589365036283997,0.0118020764081941,0.0365171758536166,0.162278550612669,0.210575639350708,0.102892312147744,0.756051357686675,1.60705217468957,0.0106486496919316,0.0532571006620152,0.0364229808775887,0.0372642713007394,0.0416794299320051,0.00542452244301504,2.75295714507218,0.100513427262963,1.37384850104857,0.970920256287907,0.606845592178419,1.71002944701177,21.7098512153414,0.00777939684371105,2.08396133831853,0.172610446610703,0.0543754351323065,0.167853600321297,0.0396394622648923,0.0596152615438945,0.0540706866804518,0.0392820754440808,0.0311360569779869,0.54205053043315,0.00308904112561888,0.00129287221998997,0.0197283065968897,0.0239984788434852,0.123101751906502,0.00515209579666001,0.00197070665532756,0.0013972254777463,0.0986332216630345,0.0886531716048691,0.00508745218566051,0.000777570292308251,0.00318138914133245,0.000416489550868196,0.00355539860497241,0.00149788481487409,0.000141292464041761,0.00140276635868911,0.000419259991339603,0.000127440261684725,0.000248416162269501,0.00250632514646626,5.26383689567343e-05,6.18731705280912e-05,0.000427571312753824,0.000253033563055179,0.000396172987411211,4.34035673853774e-05,0.00135197495004665,1.93930832998495e-05,0.000319524134368949,0.000122822860899047,0.000176384710012917,0.000108047178384876,0.000605802983081012,6.64905713137696e-05,0.000136675063256082,9.69654164992474e-05
mA06,0.0139204727974742,2.01058999070873,0.00288139033040814,0.0174917060937841,0.0971944876108031,0.0292182390077949,0.0766427497711635,3.68345918302049,0.0264548796125931,0.564562698256083,29.1391287734729,2.75653991866839,5.52372734420124,5.52047192340724,0.0283617172212302,0.0387978849111613,0.336731890561462,0.0317383589757135,3.23011512099415,0.332548172412189,0.0502046177912686,0.192214972996117,0.0496551359375041,0.0937867431098804,0.577041279628875,0.0285674738515223,0.0474683736109115,0.00215167204855831,0.0125519519541361,0.0341707532485463,0.0241405162749667,0.0372874079430481,0.275039991751871,0.013302405400279,0.186148342427776,0.00209664411254996,0.1163354367722,0.0190404633652074,0.0442663857402808,0.0689587763879688,0.00572210783854925,0.114225235052227,0.0175818243078267,11.6466092232435,0.12661130569202,0.061131251867361,0.104057826991786,0.0250855612629361,0.00569738514266144,0.0781962920805007,0.0618840978324608,0.0160179144163431,0.0723713059268054,0.0764585258114834,0.0196688983445491,0.0037163794463609,0.346231785832932,0.589951311920225,0.553371292082096,0.00237896134946236,0.0170817878458378,0.372847761721955,0.110888468613692,0.205833190898705,0.0181743715028152,0.00111331882127035,0.00996324644278686,0.00434561193202158,0.000783948711539221,0.123709180197318,0.0158711732536542,0.00268440626962464,0.00223620771836824,0.00217160970653235,0.000627637473022754,0.00182788448305991,0.00113963652979608,0.0393043014237019,0.00378416748347264,0.0092486807809973,0.00197941068366261,0.00425150618638412,0.00148894429750125,3.03052401205396e-05,0.00796389810115022,0.00092590483631438,0.00346436744956905,0.000309432451757088,0.000667512788970832,0.00244515437393617,0.000234466857774701,0.00291568310212349,0.000295874844334742,0.000185021465999084,0.000972160202814151,0.00102559312618458,0.000301457388567473
mA08,0.0784903118375308,0.359652426778947,0.200936859282457,0.187087154416255,0.31697566357838,0.692781105083692,2.04495764985263,0.240056793003191,0.224143841558027,0.44815791918027,0.0895293298546564,0.0698415455175423,3.25650123157654,3.00983296604516,0.369606618292921,0.125983912334392,0.494735386290497,3.47585937918286,1.38781491209259,0.259695267044707,0.0790703566304842,0.312836194026878,0.291771614331098,0.458266529777826,1.58848964822476,0.0728170325650642,0.0320880260406114,0.0257373790233535,0.0151265819943144,0.0550471591988344,0.0871546498298133,0.349462064901848,0.0823494912877402,0.647941177073609,1.48380518830992,0.0108508603102391,0.0441638579046493,0.0555558338271067,0.0152602388481717,3.07802521193889,0.0069060366624124,0.24210965846729,0.211681313165353,0.974272820421999,0.475452465433028,0.546707140211256,2.46437804781422,26.2120490122538,0.0052242960546547,0.381304837103828,0.476773462299307,0.0466345632419723,0.556074798735487,0.083366840544285,0.183211105654393,0.235877096631596,0.0111506150018996,0.0103759243052705,1.50546408683159,0.00802849470694204,0.0146347766776939,0.00166227601739013,0.0042406854214137,0.325519321110384,0.00317272822991325,0.0048804216248277,0.0113777018895212,0.247257393799832,0.00111856512645612,0.00039448236478267,0.00265107720806248,0.00815436572465229,0.000498293513409688,0.00255375425622465,0.00303647609734029,0.000384101249919968,0.00352698377460295,0.00317402586927109,7.00725253232374e-05,8.43465582594525e-05,0.000448983217811855,1.81669510097282e-05,3.3738623303781e-05,0.000109001706058369,0.000285480658724301,0.000568366038732926,0.00069164177772751,0.000660498433139405,5.19055743135092e-06,0.000591723547174005,0.000162204919729716,3.63339020194564e-05,0.000105108787984856,0.000215408133401063,2.85480658724301e-05,0.000120680460278909,0.000105108787984856
mA09,0.121754896150084,0.136108450630907,1.41042953943553,1.75189628302843,0.326474788668542,0.420645619411782,0.46601387289676,1.14554624789303,0.279292198662936,0.703116289647128,0.164348137302493,1.8740915401781,1.40637280598127,0.904877891092968,0.0684035619743406,3.11188726719049,1.73865224145717,4.72026891640787,1.82354842991869,0.245918247152636,0.0932249156351969,0.350396969450362,0.469620404882172,0.618714584766147,1.27762010612553,0.292801932904335,0.233605359985523,0.0138603009589439,0.0149132311702375,0.0366914197110701,0.0412942992095053,0.3331736881203,0.226311112143267,0.569073107503092,3.03715505342046,0.0114026437601535,0.0333690312756683,0.0506710363598451,0.00769401690612301,1.17318566593949,0.00621548639914301,1.00600962378213,0.897176493834897,1.09171888101662,0.242577407837363,0.789698888528837,0.781537449332654,5.46962680118719,0.0308843127864007,2.31374033579814,1.13766157189491,0.0612114090007033,0.794424773893078,0.0234449180224947,0.1797989041063,0.104574666873054,0.0277292123284942,0.127205286063918,0.00188198974682146,0.0107593230819917,0.00222640617107636,0.0285828730371831,0.00228298886934681,0.140489919570893,0.0072179842054564,0.00559922701145834,0.00582432774588208,0.00127434076974315,0.00211078065721936,0.0058132572179596,0.00235925250614611,0.00310097787695221,0.000515394577724307,0.00095329545999126,0.00232850103969478,0.000319815251093842,0.00143916862992229,0.00360407186809599,0.000610109094394406,0.000428060413002527,0.000897942820378864,5.53526396123957e-05,0.000111935337882845,0.000713434021670878,0.000402229181183409,0.000462502055428018,0.000434210706292793,0.000591658214523608,5.78127569285022e-05,0.000451431527505539,0.000239861438320381,0.000100864809960366,0.000157447508230814,0.00017466832944356,0.000102094868618419,0.000130386217753643,0.000221410558449583
mA107,0.11213912873921,0.159668160116229,0.0574619497244672,0.340444768315619,0.354828763936525,0.216438757766748,1.51228653365751,0.834889065327304,0.535346826961637,0.424126843401466,1.21359396357383,0.652053207457901,0.457970065024681,0.154639627321368,0.145685080360282,0.781036497352987,0.528556314498906,3.52304360745918,0.622612087590549,0.176652414031736,0.0558913162648719,0.204488731473729,0.270397249534932,0.499073052907113,0.958168415870938,0.770176461067823,0.410437616751085,0.0149204483833922,0.0150810425224806,0.0278693474422308,0.0319912636788336,0.274707095083234,0.239267043793338,0.199471588334123,2.40374687766838,0.0131914987157594,0.0297657250421047,0.0772286964186482,0.00675862142801903,0.907796526542396,0.00487477244892508,0.109955731826922,0.484350784525149,1.29956535936583,0.674121803479016,1.08713234335209,4.8882976645398,9.72253205248307,0.0238601887926476,1.22169314742531,1.64991571085629,0.0526919621038835,0.960285752782749,0.0171345973648666,0.152611129720542,4.67953325648353,0.00937026937787539,0.00616066452715789,0.0447055358394296,0.0355015554282698,0.00163099863244409,0.00403307692561769,0.00279274346840287,0.269786764013291,0.0191801794485744,0.00485882693156879,0.0050330886569626,0.00898188213369701,0.442210199049032,0.000648071383980928,0.00079727586781485,0.00709803315460307,0.000994316903717663,0.000817777247272946,0.00177109139207442,0.00163555449454589,0.00288158277938796,0.000916867247987078,0.000301825864244193,9.11172420359829e-05,0.000527341038283251,4.7836552068891e-05,6.9476897052437e-05,0.000356496209465783,0.000273351726107949,0.000706158625778867,0.000164011035664769,0.000814360350696597,9.33951730868825e-05,0.000406610692585574,0.00032004931265139,0.000150343449359372,0.000195902070377363,0.000474948624112561,0.000130981035426725,0.000133258966477625,0.000173122759868368
mA11,0.0932295561674193,0.0897647987797016,1.31172452457178,1.05108148356128,0.170471378364061,0.208651520273412,0.553380676770392,0.773219120659054,0.616812952859415,0.91297136072413,0.174724205403574,0.85803465875347,1.5191087188819,0.460634042354712,0.921059154615692,10.685335609083,0.503381322804234,1.72919892444987,1.64634714596452,0.118792336407507,0.0486083193947332,0.181994606121413,0.322485432395033,0.231323184523485,0.786273586077045,0.534077552101713,0.240950463316228,1.34696498340793,0.0110732949677812,0.0245648641345011,0.0406808885137107,0.151261722421525,0.186054997548279,0.0800495494211766,0.959078933514504,0.0149953160255522,0.0208728494518472,0.0402419520448621,0.012417595176134,0.0521253093058838,0.00325766001410645,0.904666389498294,0.671592957259776,1.22903310909697,1.02005628100218,12.3818342247837,0.39114554262765,1.35243473660742,0.00982521256575227,3.7282301485942,1.126453014875,0.0314659717480695,0.741554298777915,0.0288534292163628,0.106345417709446,0.316676625973255,0.125252674832107,0.0106426057394746,0.659072729756896,0.00686995137152068,0.00635953881797433,0.00332455429850301,0.00240544515809548,0.428800610222491,0.00466152362637398,0.00174933135497305,0.000845800335589381,0.00649699282700836,0.00118118811763241,0.00144601617503797,0.0133055480744938,0.00410895851005719,0.00234313267400005,0.0013378856879312,0.000975923464141594,0.00239536519743298,0.00173650231412988,0.00102815598757452,0.000192435612647638,0.000791735092035997,0.000647866562580382,0.000456347309992971,9.0719645962458e-05,0.0128391208038384,0.000182355651985143,0.000448100069450929,0.000299649739694179,0.000323475101260078,0.000936519981551839,0.000234588175418073,0.000234588175418073,9.25523660829117e-05,0.000114545007528356,0.000269409857706694,0.000131955848672666,0.000192435612647638,0.000110879567287449
mA12,0.054319077204352,0.130383362464383,0.0868667675833306,0.837012868492129,0.200779009129453,3.07177102312747,1.1396179421733,0.342643632017077,4.11137952037465,0.703947117090101,0.538229895186377,0.156277905516669,2.50392265489973,1.87804156399525,0.324114672809602,0.289417518447478,1.07075468849143,9.81925541632668,2.60235950373205,0.256393000477632,0.0538553389983318,0.301814100853972,0.322751506873358,0.444616484670302,1.47728199821203,0.559779697425406,0.648247109784354,0.0100900458051803,0.0136531633518392,0.0212178928375428,0.0737568137026562,0.297643261867972,0.103957764369718,0.363426770286476,1.43903575064415,0.0212973641026874,0.0405976620600945,0.0225081322010666,0.00944492612341843,0.733512297636007,0.00507026671622432,1.74121261444961,0.552191594038189,1.54750187313772,0.533699098117075,0.361817710906313,2.38419311674503,15.3278117695597,0.00972915276581787,3.68747324740102,0.278638410025691,0.0295418066443924,0.242173253753115,0.0257131615765446,0.0785082604022417,1.44705486877527,0.0552278544951818,0.0266387680764638,0.562524728419106,0.00750582725389063,0.00127528006655541,0.00950195844311042,0.0027712097633946,0.846537265880691,0.00485055204200107,0.00374730389058217,0.00443636650718872,0.00847724660077558,0.341261766959621,0.00203820421194339,0.000564713460556794,0.0030498266694309,0.000512355921167422,0.000435689524204414,0.00338360598303814,0.00031414523633623,0.00171564437106244,0.00089475294992194,0.000179511563620703,0.000121544287868184,0.000373982424209797,5.60973636314696e-05,0.00010191021059717,0.000428209875720218,0.000202885465133815,0.000298250983307313,0.000132763760594478,0.000710566605998614,3.55283302999307e-05,0.00020195050907329,0.000107519946960317,0.000155202706047066,6.8251792418288e-05,0.000117804463626086,8.60159575682533e-05,9.16256939314003e-05,9.44305621129738e-05
mA13,0.0808933722952508,0.218183697104268,2.18631286438773,0.166626489242092,0.304819478656091,0.167778104741023,0.973673059963548,0.249666410154397,0.53122203709135,0.444198031418195,0.178384631463977,0.0841253816282283,0.789060303862497,0.448679147509272,0.102961215174229,0.843699802338213,0.716600795943013,5.14922369016011,0.267798913902109,0.19176878861557,0.061479554855607,0.24434443195299,0.258898484214607,0.344916240819914,1.16634016089574,0.102655684531655,0.121744821259961,0.0164098680165074,0.0131778586835299,0.0404623543857061,0.0311397527276966,0.2558484005349,0.166403652078278,0.159766412335764,1.56293286227878,0.00514701620950607,0.0247697434902257,0.0501122481280677,0.00920857170308891,0.0602243548938097,0.00758342723105308,0.0771887044468392,0.336927180314105,0.336631224705915,0.762063059191801,0.835917040300467,1.16294450552059,10.7278545949902,0.00470917600091795,2.83212020839383,0.214187425936021,0.0403135061239396,0.234485628369553,0.0356818008557539,0.0758098994957386,0.694235256540501,0.0167737193230479,0.0265010837981418,0.00381782734566102,0.0090266460498187,0.124017586239332,0.015830143207522,0.00301178354217673,0.588904655585404,0.00532633048976283,0.00385699794086274,0.00291342182533685,0.00392315272387009,0.0107431885773252,0.00505909998471999,0.00186713170461534,0.0067617151894881,0.00262617079385757,0.00245991337866805,0.00186364987393075,0.00223185346882692,0.00263835720125366,0.00682351768413971,0.00023850540189492,0.000273323708740894,0.00349662846500691,0.000205428010391245,0.000112289039578265,0.0022527444529345,0.000327292084352153,0.00221618523074623,0.0005962635047373,0.000978394422371862,0.000114900412591713,0.000653713711033157,0.000504865449266619,0.000231541740525725,0.000416949224480536,0.000532720094743398,0.000122734531632057,0.000409985563111341,0.000270712335727446
